text,labels
Je! Hakukuwa na neno moja la huruma ambalo angeweza kutoa ili kupunguza huzuni yake? ,[3]
"Ikiwa kuna kuendelea kutokuwa na utulivu juu ya jinsi tasnia inavyoendeshwa, Wajumbe wanaweza kutoa malalamiko kwa serikali yao",[6]
"Nasikitika kusikia hayo, lakini pambana hakuna namna ni ngumu ila ndo ukubwa .",[3]
Nimesikia umepangiwa chuo kikuu cha dar. Hongera !,[1]
"alileta sahani kwa mama yake, akiwa na furaha sana kwa kufikiria kwamba sasa aende kwenye mpira.",[1]
Sheria zifuatwe na mtu wa kusimamia sheria ni mahakama sio rais. Mnampa kazi rais ambazo si zake,[4]
Miongoni mwa mawaziri huyu mama ana kitu cha kipekee.,[1]
Tatizo lako hili jukwaa umeingia kwa bahati mbaya ndiyo maana hujui kazi yake.,[4]
Mema uliyoyafanya tutayaenzi.,[3]
"Umewahi soma riwaya za kiingereza na kiswahili? Kama umewahi, utagundua kuwa utatumia muda mrefu sana kusoma riwaya ya kiingereza kuliko ya kiswahili.",[0]
"Hello daktari, tupo hapa kliniki kwa ajili ya chanjo ya mtoto.",[1]
nahofia wao ndo wana matatizo na mitambo yao,[2]
Sijui kwanni mnawalea watu kama hao fukuza watu kibao awana kazi,"[4, 5]"
" Na ingawa washirikina ni wachache kuliko walevi ,ila ushirikina unamtoa mtu kwenye Dini",[0]
Asante kwa kulielezea hili vizuri. Lakini naona na wewe unakwenda kwenye MATAWI badala kwenda kwenye MIZIZI.?,[1]
"nilikuwa nikienda nyumbani kwa gari usiku kucha wakati kulikuwa na baridi, giza na upepo. Nilibaki na wasiwasi juu ya njia ya kwenda nyumbani kwangu.",[6]
Ziliandikwa wapi?,[5]
"Wakati huo maua yamesimama dirishani, yamekauka na kusahaulika, hadi mwishowe ikatupwa kati ya kufagia barabarani, siku ya kuondolewa kwa wageni.",[3]
ilikuwa show ya kuvutia .marudio ni kesho. kwanza mimi lazima nilale mana kazi ni asubuhi.,[1]
Chuki imekutawala.,[4]
Melanie alishtuka kuona mshtuko usoni mwa shangazi yake. ,[6]
Mbona Kuna Kitu Nimeona Jamani Au ni Wivu Wangu Unanisumbua,[5]
"Kwa kweli, wanaweza kuwa na wasiwasi na wasiwasi zaidi kuliko walivyoonyesha. ",[6]
Dume zima hovyo,[4]
"wewe baba uishie hapo hapo kiukuaji, usizeeke! na uwe wa afya ivyo ivyo, uendelee kututumikia watanzania!",[1]
Piga kelele kwa magu kwio akeee,[1]
"Hapa anakuja mwisho shaka ! Je, naweza kukusaidia kwa sahani ?",[1]
mara nyingi najisikia kutishiwa na watu wengine hasa wakati wananilinganisha mimi na watu wengine tangu mimi nikiwa kijana,[6]
Umemsafisha au umemnunua leo??,[5]
toka hapa nisikone,[2]
Lakini sitaki mchumba wa kuja kusumbuana na mimi katika maisha yetu na familia yangu,[4]
Mchawi huyu.,[4]
Nyinyi mnawalaumu wanake tu mbona wanaume amuwalaaumu,[4]
"Naapa mimi kamwe sitakunywa tena . Nipe tu nafasi nyingine , tafadhali .",[3]
"Kugundua kuwa kuna kitu kimeenda vibaya, mchimbaji huyo aliyeshtuka alikuwa akitoka shimoni. ",[6]
"Hakuna siri yoyote inayoendelea baina yetu, muondoe hofu kwa hili na tunaomba mtuamini tena na kutupatia ridhaa",[6]
Mume wangu huenda nje kunywa na marafiki zake kila usiku . Mimi nimechoshwa juu na hayo .,[4]
Awezae kutuliza ukali wa uyu mama ni mume wake ,[0]
"Mbona polio na ndui tulichanjwa? Huyu jamaa mwenyewe ana Ndui begani mwake, mbona hawakukataa?",[5]
Acha ubaguzi was habari we mjinga. Lazima tupate habari za ndani ya nchi na njee ya nchi ndio upana wa habari,[2]
" Walikuwa na familia kubwa, na walikuwa wabobevu sana na wachangamfu.",[1]
"Weweeh, na nani mnaenda!!??",[5]
mama na kibegi chake hahaahahaa,[1]
Kwani Diamond kasema anataka mtoto?,[5]
Hiyo ni ajabu. Namuonaga yuko rough rough.,[5]
Asante. Imekuwa ikikabidhiwa kwa familia yangu kwa vizazi vitatu sasa.,[1]
" Wakati kitambaa kilipowekwa, Bwana aliketi chini na mkewe, naye akafurahia chakula chao ",[1]
Ungekuwa unaweza ungewahi wewe jikoni.,[2]
"Kipindi cha joto kizuri sana hapa! Si moto wakati wote, napenda hali  ya kabaridi, hewa safi, na ukijani.",[1]
Nilikwenda hospitalini kwa utafiti wangu na nilichelewa kufika nyumbani. Niliogopa kuwa nikifika nyumbani kutakuwa na ugomvi kwa sababu ya kuchelewa kwangu. ',[6]
"`Nilidhani labda ulikuwa bado wazimu. """,[2]
Awamu ya Tano ....awamu ya Vitendo .....awamu ya kihistoria !!!!!!,[1]
" Walitoka kwenye handaki lao wakining'inia kati ya miamba na vichaka, wakisikiliza kwa wasiwasi.",[6]
" Haha inaongeza matumaini kwenye mahusiano??, hiyo sijawahi kuisikia kwakweli",[5]
"Oh , hapana ! Mara nyingine tena!! .",[5]
Hili ni zito kwa nchi yetu eh Mungu tusimamie,[3]
yatosha nimeshavumilia sana tuu,[4]
"msichana mdogo alienda kila siku kaburini na kulia, alikuwa mzuri na mwema kwa kila mtu.",[3]
"""sekta ya utalii ni kuku anaetaga mayai ya dhahabu"" hahahaa",[1]
Yani hivi vitoto vinajua ni bibi yao ndio mana vinamcheka vijana tafteni pesa muoe mnaowapenda jamani,[3]
Wee acha kupeleka watu serena hotel tafadhali sana usiichukulie poa hii corona ...,[4]
Mungu akutangulie mama napenda Sana nyimbo zako huwa nafarijika Sana ninaposikiliza,[1]
"Mjini Ujerumani Mashariki wanaume wawili, ambao hapo awali walichukuliwa kama nguzo ambazo haziwezi kutetereshwa sasa wamekuwa waasi na maharamia",[4]
"Unaweza kujua upo sawa kumbe ni kinyume chake, meditation inasaidia sana",[0]
"Labda yeye si mtu wa kawaida, ana  matatizo.",[4]
"Nimekutana na msichana mzuri, mrembo",[1]
Kumbe Lisu anaongea?,[5]
Oh kweli ? Yeye ni mzima wa afya lakini ?,[5]
jinsi anavyoongea anaonekana ana maumivu kweli,[3]
Kwa hiyo tupinge kwa kuwa chanjo ina gharama kubwa au kuna madhara yake?,[5]
Leta na matokeo ya hilo zoezi lililopamba moto,[0]
mtoto noma sana,[1]
nani kakuambia uje ujibu hoja kama unaona imekukera si ungeendelea kunywa chai,[5]
Kuna kule kutetemeka pindi unapoambiwa usimame mbele za watu wengi na kutoa hotuba,[6]
Maggie alishangaa kabisa. ,[5]
"Katika hafla hiyo, Maman hakuweza kufika kutokana na taarifa ya ajali aliyoipata ya familia",[3]
"nchi yenye amani na utulivu,ndio maana kila kitu kinawezekana.",[1]
Pole mkuu ila pamoja na yote story umeipamba mpaka ikawa kichekesho sanaa hahaaaaa umetengeneza jumapili yangu hahahaaa,[1]
"Ni zaidi ya ushamba na ulimbukeni, ni zaidi ya ujuha, ni zaidi ya miwasho, kinachodndelea nchini hivi sasa huwezi kuita ni uongozi!","[2, 4]"
Ngorongoro,[0]
unaanza kunitia wasiwasi kwanini hujamaliza darasa lako la PhD,[6]
mnazinguwa tu hapo,[4]
Watu wengi walikusanyika ili kufahamu hatima ya kesi iliyomkabili kiongozi wao ambayo pia ilikuwa ya kusingiziwa,[3]
Maua hayakuweza kuhimili ile baridi kali hivyo basi yalinyauka yote,[3]
Hivi wazungu kwanin wasiiache mijitu meusi ipambane na Tangawizi ijifie huko.,[5]
Watusaidie kwa lipi wakati hatuna mgonjwa wa Corona?,[5]
"Wote kati yetu hatuwezi kungojea pande zote, tulikuwa baridi sana na kuhuzunika. ",[3]
"Mwenyezi Mungu aondoe machozi yako yote, wasiwasi, huzuni na maumivu na kuvibadilisha kuwa furaha na tabasamu.","[3, 6]"
Haikuwezekana mana kelele zilikuwa nyingi mno.. Kila mtu akisema lake hata huelewi usikie lipi uache lipi,[2]
" Waliruka juu juu na chini, na walikuwa na furaha isiyo kifani",[1]
"Halafu wewe tutakukamata, acha ujjnga huo, watu wanapata maambukizi mtaaani ila Twitter unawavalisha, fala kabisa","[2, 4]"
"Huyo jamaa ni mpumbavu wa kiwango cha SGR, nawashangaa wanaopoteza muda kuchangia huu utumbo wake","[2, 4, 5]"
Atakupiga kabla ya kulia kwa huruma. ,[6]
Tunaweza kukaa na kuongea mambo mengi kuhusu maisha ya shule na vitu vingine,[1]
"mji huu unavutia sana kwa utalii, nimeenjoy sana kuutembelea",[1]
ina maana ukirudisha ndio inakuwa imetoka kesi hakuna au?,[5]
Kachero Adai Alikataa Hongo Kesi Dawa za Kulevya SHAHIDI wa tano wa upande wa mashtaka katika kesi ya ulimaji wa dawa za kulevya,[4]
Ninapenda namna yako ya uvaaji,[1]
"Je, unafahamu kwanini maisha yako yameandamwa na mikosi pamoja na Mambo mabaya?",[0]
Nje ? Una maanisha nini ukisema nje ?,[5]
Kishiba watakuelewa tu,[0]
Mashabiki wa City bado wapo wazi juu ya mapigano na Bull ambayo yalisababisha kuruka kwa Steve Walsh kutolewa katika ushindi wa 3-0 huko Molineux wiki tatu zilizopita. ,[4]
Jambo zuri ni kwamba tulipanda taxi la sivyo sijui tungefikaje na tungekuwa wapi.,"[3, 6]"
"Kweli wewe mjinga kama jina lako, Mnamsemea nani hayo makatazo yenu?",[4]
Pole baba yote ni mitihani ya maisha ila omba toba na usahau yaliopita,[3]
 Ningemeza vipi! Kitu kikubwa kama sufuria!,[5]
Hawa wapo lakini wanakuwa wanawekwa chini huko ngumu sana kuwatambua na kuwafahamu,[4]
Vizuri sana . tuna baadhi ya fresh roses nyekundu .,[1]
"Mimi siwezi kufanya dakika 30 ya Treadmill lakini nimefanya dakika 30  leo tayari, ntafanya dakika 20 zaidi",[1]
Mama ajitahidi kuupenda usingizi wa mwanae.,[0]
" Hii ilimpendeza Bwana, akaingia.",[1]
"Huna akili, mshenzi mkubwa. Niachie!",[2]
umati ulioteremka hapo ni mkubwa msifanye mzaha jamani ,[6]
"Alipatwa na wasiwasi sana, na akamwuliza mvuvi huyo mzee ikiwa ni kweli?",[3]
Nampenda sana mwana mama huyu.,[1]
hua anaumia akisikia kuna msiba wa mtu wake wa karibu.,[3]
Kweli upambe sawa na utumwa..mmeanza kuandika ata mambo ya aibu,[4]
"Boda boda wametisha sana nimewapenda bure, ikawe fundisho kwa jamii zingne wahudumie mtu akiwa hai.",[1]
"Oh , ndiyo mrembo",[1]
 Maswala ya Madawa yanahusiana vipi na CCM?,[5]
Halafu unakuta mtu ni msomi anahojiwa anashindwa kutoa maelekezo yaliyonyooka ilimradi tu aache maswali na hasira kwenye akili za watu,[4]
Mie naona ni ushamba tu walio nao hao waliomwaga chakula!,[4]
Yaani hawa askari hawa,[4]
"Mnaweza kujitokeza kwa wingi kushangilia timu yetu ya taifa, hiyo itawatia moyo na kuwapa ushindi",[1]
"huyu kakimbia ukali ma maisha ya hapa halafu anajifanya mtetezi saaana wa Tanzania, geresha tuu, ni chui ndani ya ngozi ya kondoo.","[2, 4]"
Huwa unanikumbusha tu juu ya yale niliyopoteza.,[3]
Walivyojichubua sasa,[4]
Safi sanaaaa majizi mengi ccm!!,[1]
"Hongera Sanaaa, ubarikiwe",[1]
gonga like hapa kama unamuelewa mheshimwa wetu,[0]
"tunaambiwa Corona maambukizi yanapitia mdomoni ,puani na machoni mbona concentration imekuwa kwenye kuvaa barakoa tu machoni kumesahaulika ikoje hii?",[5]
Safiiii,[1]
Amekosea sana,[4]
Ndio maana najikaza na hasira,[2]
Natamani wote waliokuwa pembeni wastakiwe pia. Haiwezekani msimame kama milingoti etii sababu tu mtu ni askari polisi.,"[2, 4]"
Mungu wangu hao watoto wanaoshuhudia hayo watakuwaje baadae,[4]
"Oh , Mungu wangu ! Nimekuwa cheated !",[2]
Jinai ipo wapi hapo ?..,[5]
Yap wanyongwe asee,[4]
"Oh , Mungu wangu ! Mimi nitachelewa! Mimi sina muda wa kupata kifungua kinywa kwa  sasa",[5]
Hatuna Takwimu Mpya za Maambukizi ya COVID 19 Kutoka Tanzania ,[0]
"Wananchi wa Jimbo hilo wamekosea Sana, cjui kama mmefanya chaguo sahihi",[4]
"Pole saaaaana Mwami ...ujumbe umefika,Na majonzi yamejaaa moyoni mwa viumbe.",[3]
Hofu ni hisia ambayo huwa nayo mara nyingi sana. Kwa kawaida hii ni wakati wa mitihani na baadaye wakati unangojea matokeo. Walakini kuna ugonjwa mmoja wakati nilikuwa nimepigwa na woga.,[6]
Umeandika upumbavu wa kiwango cha hali ya juu kabisa.,[2]
"yani hajui kila kitu, kuanzia matumizi ya hiyo mandamus aliyoandika hapa, ushahidi anaosema upo ni uongo mtupu","[4, 5]"
Jichanganye unyanyue mironjo yako hapo uone,[2]
Kwani ameua au?,[5]
Kwanini unamwogopa sana kaka yako huwa anakufanya nini ,[6]
Alimfukuzia na pikipiki lakini kwa bahati mbaya aligonga mti na kuvunjika  mguu na mkono,[3]
Mahakama zisiwe zinatoa hukumu haraka kwa kesi kama hizi kwa kusikiliza ushahidi wa maelezo tu,[4]
"sitaki hata kumwona, ana tabia chafu sana",[2]
alikuwa mchpakazi na mpenda nchi yake lakini Mungu amempenda zaidi yetu sisi,[3]
vipi yule aliyewachapa wafanyabiashara viboko? yeye hajajichukulia sheria mkononi?,"[4, 5]"
Watu wanamwamini mtu zaidi ya Mungu. Na nasema wafe tu! ,[2]
awe na akiba na maneno yule jamaa akiongea na yeye itakuwa balaa.,[4]
Mama piga kazi na Mungu akulinde sana.,[1]
"Vimewahi kutokea na kusababisha madhara kwa binadamu, wanyama na ndege, Historia inaanzia miaka ya 1920.",[0]
Idadi kubwa ya watu waliokuwepo pale walishangaa. ,[5]
"Mwanamke mmoja anatosha, Ukimwi upo na unauwa. ",[6]
Hiyo tiba si utafute mwenyewe? Mbona chanjo ya polio na Ndui tulichanjwa?,"[2, 5]"
nahisi kama kuchanganyikiwa juu ya maisha kama kijana kwa umri wa mwaka mmoja,[6]
wasiwasi wangu ni asije akapotea njia na kuishia pasipojulikana tu,[6]
Kiongozi wao mara nyingine amesababisha kutokuwa na utulivu kati ya watangazaji wa mitindo kwa kushikilia sheria zake mwenyewe. ,[6]
Vizuri .,[1]
"manake Tanroads siku hizi ni kama kijiwe fulani hivi, Mishahara mikubwa barabara hakuna.","[2, 4]"
"usitutanie bwana, Hakuna alama kwenye hii ramani .","[4, 5]"
Ni bora kuwa jela kwa kupigania haki kuliko kuwa mpumbavu na bendera fata upepo kama mazezeta fulani ambayo yamejichokea,[4]
mtuletee na historia za wanasayansi kama sir issack newton na wengineo zinaelimisha sana,[1]
"Hapana, asante . Tunaangalia tuu .",[1]
????????????????safi sana vijana hii itakuwa fundisho kwa watu wengine ????,[1]
Wateseke kwanza maana waliua Hadi watoto wanaonyonya,[4]
"Ila mimi nimependa sana ushirikiano wa Boda boda kwa walicho kifanya, watu tunapenda Maiti kuliko alipokuwa mzima.","[1, 3]"
Jamani Nimeona Watu Wakijadala Kuhusu Uraia Wa Iddi Simba,[0]
Kwa muda mrefu watoto wa akina mama wanaofadhaika wana uwezekano mkubwa wa kuteseka na unyogovu wa utoto. ,[3]
Siasa wanazofanya za kizamani watu walishakua na akili zao,[4]
"Maisha yashakuwa magumu sana, ila vijana tulieni msiwe na stress nyingi kila kitu anapanga Mungu",[3]
tena hiyo nyumba andika Jina la msikiti kabisaa mambo yasiwe mengi,"[2, 4]"
We mzee unasemaje?? Mbona kama mnamwangalia tuu anongea pumba hapo,[4]
 amna kitu kama icho izo n story za kutisha tu watu sa mtu wakimclone ndo nn yan unawezaje tengeneza mtu,[5]
"Nimepokea kwa masikitiko kifo cha Maalim Seif Sharif Hamad, aliyekuwa Makamu wa Kwanza wa Rais wa Zanzibar.",[3]
Alifunga macho yake kuficha usumbufu wake wakati akishinikiza mdomo wake wazi dhidi yake na kuanza kutetemeka na vifungo vya shati lake la kichaka. ,[4]
Na mbele yao kulikuwa na daraja kubwa lililoshikiliwa kwa kamba za magome ya miti,[6]
Buddha wangu! ! Ni mzuri ! Lakini nilifikiri wewe ulikuwa na hofu ?,[5]
usisahau bado wewe ni Waziri wa utalii ukahamishia akili zako zote kwenye uchaguzi na kampeni,[4]
"Uongozi wa kitaifa wa kufutwa kazi, uliogopa kuhusu shughuli haramia, uliandika onyo dhidi ya ujumuishaji wowote na uadui. """,[6]
 Mnatutisha sana jamani! Yan mmegeuka watu wa matangazo ya vifo nchini,[6]
"Cristiano Ronaldo (Goat), Leo June 17, 2020, amefikisha jumla ya michezo 1002 tangu alipoanza kulisakata kabumbu",[1]
Stephen-Golder wa zamani wa zamani anasema bado anashangazwa. ,[5]
"Maisha, unajua, ni mabaya kwao. ",[3]
"Mama naomba msamaha wako, sitarudia tena kosa hili.",[3]
Mzee mungu atakupigania kwa hayo magumu. Mungu nimwaminifu atakutendea mtoto wako atafunguliwa,[3]
mimi ninateswa sana na hali hii yakuwa nahofu kiukwel me hofu inanitawalaga san kiasi kwamba napataga shida ata kukaa nawenzangu,[3]
"Sasa walikua wanakataaa nini kama wapenzi, jamani maisha haya",[5]
Sasa huyo unaemhoji kwa nini anajificha,[5]
Sasa unataka hela ili ukalipe Deni la wapi??,[5]
Sasa dozi ipoje au ndo kichupa kimoja kinatosha?,[5]
Duh tunarudi awamu ya tano? Tulipopasahau tayari jamani,[3]
"Watu ya Tanzania inajua Muziki Inajua kuimba, Iko na Vipaji na ubunifu wa hali ya juu. One LOVE TZKEUG,,ni motoo",[1]
Kina mama tumwogope mungu muda mwengine mbona twajisahau,"[3, 4]"
"Hahahaaaaa, eti kuandika barua. Lema ni habari nyingine nchi hii na lazima kuwepo na nidhamu kwenu mnaowaza kuua upinzani nchi hii",[5]
Kama kilikufa wewe kinachokuwasha Nini? Unashindwaje kusinzia kwa kitu kilichokufa?,[5]
Vijana Wanakatisha sana tamaa,[4]
Omba kwa imani maana hujui siku wala saa atayokuja mwana wa adam,[6]
"Kama wasafiri wanaoelekea Kisiwa cha Unguja, walikuwa wamebeba mikoba yao ya picnic na kuketi kuzungumza wakati watoto wao wakifurahia kucheza. ",[1]
"Ikiwa unajisikia unaongoka wakati unamwona mgonjwa anakula, haifai kuhisi hatia juu yake, lakini pia haupaswi kuruhusu kukasirika na mgonjwa yuko hapo. ",[4]
Wewe ni mpuuzi na huna ujualo zaidi ya kupayuka hovyo tu,"[2, 4]"
Anazani mpira bado haujaanza!!!,[5]
Inasemekana ni siku nzuri. Kwa nini na sisi tusitoke kwa ajili ya kutembea tembea?,[1]
" Halafu mama wa kambo alikuwa bado amekasirika zaidi, na hakufikiria chochote ila jinsi ya kufanya kila jeraha linalowezekana kwa binti huyo",[4]
 Halafu ilionekana kana kwamba maisha mapya yalikuwa ya kufurahisha kupitia kila nyuzi ya shina na hata kwa matawi kuongezeka juu zaidi,[1]
 Sometimes unaeza kuhisi mzaha ila Kumbe ndio anavyowaona na kuwachukulia WANAWAKE hivyo,[4]
"kenya ni masnitch tu.. watuache na tanzania yetu yenye amani, upendo na mshikamano.",[2]
 Kama alivyokuwa ameketi karibu na kitanda chake ndivyo sasa alikaa karibu na kaburi lake,[3]
Mkuu vp hizi namba zinahusu nn??,[5]
Wengine furaha kabisa baada ya kupata hiyo penalt saa hizi nipo nakula firigisii na wine,[1]
"Oh, ubarikiwe sana",[1]
Wee buana niliacha Ulevi ????????????????,[0]
Ni Kama kachamganyikiwa,[4]
"niko katika shida na baba mwenye nyumba wangu, yaani hataki kunielewa kuwa sina pesa kwa sasa .",[3]
Huyo aliyevaa kiwigi cha mvi vipi tena??,[5]
Nayajua maumivu ya huyu dada..ila wanaume dah,[3]
Tumeondokewa na mtu muhimu kwenye taifa letu,[3]
"Hapa sijaona barakoa, au kwenye sebene, kirusi kinakuwa kimepigwa short hakina madhara??",[5]
" Mimi nipo Dodoma, ajali imetoka eneo gani?",[5]
"Huyu naye hamnazo, haoni na yeye ni miongoni mwa chanzo cha kudidimiza elimu yetu. Mbona anajishtaki bila kujua!",[4]
Ukimaliza uingie kwenye undugu mzuri na undugu mbaya........................!,[0]
Nina huzuni kweli. ,[3]
"Mimi sijui ni kwa nini Mark mara nyingi huja kwangu, na kutaka ushauri . Sina imani na hilo .",[4]
  Ni hovyo Sana hamkutaka wananchi waone kinachoendelea  zakheem Wananchi wamewasusa kwa sera za Aibu  mbovu zisizo na matumaini kwa Watanzania mgombea wenu   Ni hovyo kabisa  mmeingia chaka ,[4]
msafiri huyo asiye na furaha aliachwa tena na kukosa furaha; lakini alijipa moyo,[3]
Unajua nini GT sasa hivi naona hata uvivu wa kurudi mzigoni.,[0]
"Africa itabak kuwa africa tu, mana atujitambui tumezoea kudanganywa tukiambiwa ukwel tunaona ni uongo..","[2, 4]"
Niliona ghafla magari yanapiga honi kumbe nilivuka wakati taa haijaruhusu,[6]
Mbu wananiuma sana,[4]
"kweli kabisa, nafurahia kukusaidia wewe. Ni unahitaji msaada gani kwa sasa?",[1]
'Wakati nilikuwa nimeingia tu kwenye chumba changu kipya nikapata kiyoyozi jikoni. Nilikuwa naitakasa nilipogundua kuwa ngoma ilikuwa imejaa matope na mteremko. Nilihisi kuchukizwa. ',[4]
 Mshauri huyo alitazama kwa mshangao alipoona maandamano ya kushangaza mbele yake.,[5]
"Hali inatisha, kuna rafiki yangu kaondokewa na mama mkubwa na mjomba ake leo",[3]
Sio kazi rahisi,[0]
"kuna kabahasha niliiweka mahali fulani jana usiku na siioni sasahivi, naombeni mrudishe jamani, tafadhalini.",[3]
"Maadhimisho ya ujinsia yaliyopatikana katika kazi za Sidur, Neizvestny na wengine, yalitokana na sehemu kutoka kwa raha mbaya. ",[1]
Simba kwani inawaumaeeee kwani inawakera,[5]
Shughulikia utalii broo achana na mapenzi..,[4]
"Shemasi anavyotoa hizi habari za vifo utadhani matokeo ya uchaguzi, Kila kona yani.????","[3, 5]"
"Ni wiki nyingine tena , mimi nina furaha mimi unaweza kupanga kwa ajili yangu binafsi mambo .",[1]
" Kisha wakapata sufuria ya maua, wakaijaza udongo, na kuotesha maua ya rangi mbalimbali pamoja",[1]
Nini wewe mukoko anaondoka mmeanza kutimuana,[4]
ni kweli unataka kuniacha na kukaa pamoja kuwa na watoto lakini unaondoka?,[3]
"Nimejifunza mengi sana leo asante, na ubarikiwe",[1]
"Jaman Magu ana macho sijui aliibua wapi jembe hili, safi sana",[1]
Pole sana.kwa hiyo sasa shida yenu si ubora wa chanjo bali shida ni umasikini wenu. Poleni sana,"[3, 5]"
Shukrani!,[1]
Daah ila binadamu tuna roho mbaya sana ???????? yani wana mtesa mgonjwa siku ya kuzika wana jifanya kula misosi kibao ????????,[4]
" Binafsi ningeomba B5910Wamuache tu kwa sababu anashindwa kutambua machungu ya Watanzania, yeye furaha yake ni kuwepo Bungeni.",[4]
"Magu was very bold kusimamia kile ambacho aliamini kingeleta matokeo makubwa zaidi kwa nchi na wananchi, rest in eternal peace.",[3]
hivi huwa unawaelewa hawa watu mana mimi kila nikijaribu huwa siwaelewi kabisaa,[5]
"Lazima, Huduma hii ni nzuri .",[1]
Naona kama wanapotezewa muda hapo hawaeleweki,[4]
Lo! Hata na wewe siku hizi unapika pombe. Lo!,[5]
Kama mtu hana mawazo mabaya kwanini aogope tume ambayo iko huru kwenye macho ya kila mtu?,"[4, 5]"
Mtu unakuwa na roho mbaya ya kutisha namna hiyo? Haipendezi,[4]
natafakari na kuhisi wasiwasi,[6]
Haki ya mtu huwa aiwezi potea kamwe japo itachelewa na kuhusu kumfunga mtu bila kupima DNA ni uonevu mkubwa ,[3]
Kila siku wanatoa matamko yaliyojaa mkanganganyiko mpaka inashangaza.,[4]
Maelezo yanachanganya watakiwa kunyooosha maelezo,[4]
Ni huruma. Nina wasiwasi kwamba ni kubwa mno kwa ajili yangu. Asante.,[3]
Idara ya Afya inafahamu ni jinsi gani umakini unahitajika la sivyo watu watapoteza maisha ,[6]
Simpendi shujaa.Yeye ana ukatili .,[4]
Kama wajinga wanacomenti ujinga ulopitiliza eti hakupigwa Risas wakati Makamu wa rais alimpa pole kwa hiyo naye aliigiza,"[2, 4]"
"Lily ameachana na mimi wiki iliyopita . Ki ukweli , yeye ndo kaniacha .",[3]
Jess alihisi hasira kali. ,[2]
"Sawa mahabuba, nimepata baadhi ya pizzas , chips , burger na jibini !",[1]
Naomba unifungulie mlango ,[6]
Hivi wafanyakazi wa NSSF wamesomea wapi?,[5]
"Oh , nzuri sana . Asante , Steven , mimi kama ni mengi sana .",[1]
Una akili sana mzee baba. Nimelipenda hili jibu lako.,[1]
Najisikia uchovu .,[3]
Kuogopa utumiaji wa nguvu au reprimand wakati mimi ni wa wachache.,[6]
Amekunyanyasa kijinsia kwakweli?,[4]
Mwacheni huyo mama awe anazungumza kwasababu inamsaidia kupata relief.,[1]
fukunzeni wekeni wapya. Wasomi ni wengi.,"[2, 4]"
"Nimekua niwe mwaminifu wa wanaume, nikitilia shaka wema wangu mwenyewe, mwenye hasira kali na hasira sana. ",[2]
Kardinali Milan aliyekasirika alimwambia gavana wa jiji kwamba Mkuu wa Polisi na gavana wataondolewa ikiwa Landriani haitafunguliwa mara moja kurudi kwa makao hayo. ,[2]
Unachelewa..Nenda kachanjwe uje utupe mrejesho,[0]
"Bado kuna mengi yamebaki, ukitaka zaidi ni sawa karibu!",[1]
Ni kweli kabisa huyo binti kigagula amemuua Kanumba.,[4]
@kigogo2014 @tanpol Wana ukatili wa kutosha ao jamaa,[2]
 Mwanaume badala ya kuwatch mpira unakimbizana na siasa na mabibi za watu????????????,[5]
Mkuu..embu funguka..huyo mkuu wa usalama aliepigwa risasi..ilikuaje?,[3]
WEWE na wote wa aina yako mtahangaika sana awamu hii!!,[0]
Kiukwel Magufuli alikua Rais mzuri sana maana alikuwa anachukiwa na wengi ambao wasiopenda maendeleo ya wengi.,[0]
Unamaanisha tumekuwa wendawazimu sisi ,[2]
Tatizo la watanzania...kwa sababu ya unafiki wetu..watu hapa wataanza kuligeuza hili swala kwenye ukabila kwamba jamaa anaonewa kwa vile ni mchagaa! Wakati watu wanauliza maswali na wanahitaji majibu!?,"[4, 5]"
 Yaani badala ya kupambana na namna ya kukomesha maambukizi yy anataka kupambana na raia huu nao ni ushamba,"[2, 4]"
"Lakini, haishangazi, wazazi wengi wanaendelea kuhisi wasiwasi, wasiwasi na huzuni juu ya watoto wao. ",[3]
s Taja wala usiogope,[6]
Hii korona viongozi wa nchi yetu wameichukulia ki mzaha mzaha na kipoa poa sana. Sasa wanatuletea taharuki usipime.,"[2, 4]"
"Kwa akili yangu, inaanza vizuri sana kwamba inaweza kukosea kwa urahisi kwa tafsiri ya aya ya hermit ya karne ya nane, iliyojumuishwa kwenye kibanda cha nyuki na mtu mtakatifu wa kuridhika wa Old Ireland.",[1]
Hivi unafahamu nimeipataje hii gari au unachukua tuu bila hata kuniuliza,[2]
naamini atakuwa huru tu ila inauma sana yani,[3]
"kwa hakika, nawapenda dada na kaka zangu sana .",[1]
Tamaa ya Nizan mnamo 1939 ilionyesha kukata tamaa kwa Sartre mnamo 1956 katika ukandamizwaji wa Soviet huko Hungary. ,[3]
Wakenya mnapenda sana maskhara ndio maana majengo yenu mengi yanaporomoka sasa hicho kizege ndio cha kubeba ghorofa 88,[5]
"\""Wakati nilisoma nakala ya gazeti juu ya msichana mchanga ambaye alibakwa na kushambuliwa usiku mmoja na wanaume kadhaa wakati hajitambui. '",[4]
Haya mambo siyo ya kuyafumbia macho!!! Hawa askari wamezidi kutuuliwa watoto wetu!!!!,"[2, 4]"
Nini unafikiria kuhusu channel mpya ya  televisheni? Siyo ya kutisha ?,[4]
"Ndiyo , ni yenyewe .vipi , Tom ! Umenisuprise  kukutana na wewe hapa.",[5]
"Sasa jamani walimfunga kijana na walikua wanafunzi wote,,",[3]
 Mzee ajali za simu hazikingiki,[0]
Nimeimia sana yaani kama dada angu anafanyiwa hivi???,[3]
